 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Ano processamento
Capítulo CID-10: V.   Transtornos mentais e comportamentais
Período:Jan/2008-Set/2025
"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"Total"
"421530 SALETE";18;31;26;25;23;33;28;26;35;63;61;70;36;41;47;35;55;54;707
"421535 SALTINHO";4;7;7;5;5;5;3;3;5;4;1;2;3;2;4;2;4;12;78
"421540 SALTO VELOSO";26;10;19;13;14;18;22;26;20;18;12;18;23;12;22;31;33;20;357
"421545 SANGAO";13;11;13;17;12;11;9;10;8;18;12;10;24;13;27;35;37;34;314
"421550 SANTA CECILIA";32;53;123;153;184;161;145;122;158;175;158;144;127;86;87;92;71;57;2128
"421555 SANTA HELENA";7;8;3;10;6;7;4;9;5;3;4;12;7;6;8;12;17;12;140
"421560 SANTA ROSA DE LIMA";10;9;3;2;-;-;-;1;2;-;3;1;5;6;4;2;-;3;51
"421565 SANTA ROSA DO SUL";17;23;18;24;25;28;35;39;28;38;37;43;19;17;48;37;28;28;532
"421567 SANTA TEREZINHA";8;21;6;8;7;9;12;18;22;27;20;32;46;34;33;40;21;39;403
"421568 SANTA TEREZINHA DO PROGRESSO";4;2;2;6;5;-;14;5;4;3;6;2;5;3;5;5;5;9;85
"421569 SANTIAGO DO SUL";3;6;5;6;9;5;9;4;2;2;3;5;1;4;10;-;1;3;78
"421570 SANTO AMARO DA IMPERATRIZ";50;47;52;54;56;69;52;57;48;68;100;85;68;59;76;105;100;67;1213
"421575 SAO BERNARDINO";-;1;3;1;-;3;1;2;1;3;5;4;2;2;6;3;15;8;60
"421580 SAO BENTO DO SUL";39;6;20;31;18;43;55;62;87;68;90;94;73;45;36;21;51;124;963
"421590 SAO BONIFACIO";4;2;5;4;-;2;3;1;-;1;4;1;3;9;6;6;1;3;55
"421600 SAO CARLOS";24;19;16;15;16;23;19;22;24;27;9;8;15;20;17;32;19;7;332
"421605 SAO CRISTOVAO DO SUL";17;18;20;24;34;15;32;28;23;22;24;20;12;5;9;25;20;18;366
"421610 SAO DOMINGOS";22;22;20;32;33;29;28;37;28;25;14;19;20;26;26;28;23;24;456
"421620 SAO FRANCISCO DO SUL";56;44;36;33;28;37;42;37;29;42;27;41;37;27;40;36;53;35;680
"421625 SAO JOAO DO OESTE";9;8;3;7;8;10;9;10;4;10;21;24;15;8;17;22;28;25;238
"421630 SAO JOAO BATISTA";25;30;30;19;21;24;32;24;31;33;27;29;33;43;59;60;55;46;621
"421635 SAO JOAO DO ITAPERIU";2;2;1;3;7;-;1;2;1;1;1;5;3;1;1;2;2;2;37
"421640 SAO JOAO DO SUL";37;37;32;31;38;33;65;56;50;72;106;83;31;35;54;41;29;56;886
"421650 SAO JOAQUIM";66;70;80;51;51;43;41;34;29;21;54;53;63;61;96;183;167;180;1343
"421660 SAO JOSE";1043;690;730;763;692;653;747;742;760;767;816;748;601;570;766;944;954;731;13717
"421670 SAO JOSE DO CEDRO";28;19;21;26;32;34;29;32;41;34;29;45;37;48;40;59;50;46;650
"421680 SAO JOSE DO CERRITO";23;32;33;55;49;52;42;28;30;11;6;4;5;9;8;6;12;15;420
"421690 SAO LOURENCO DO OESTE";13;37;28;28;29;22;19;25;25;31;46;78;76;86;61;108;103;125;940
"421700 SAO LUDGERO";23;16;23;30;34;20;43;49;38;18;20;5;27;33;35;52;37;50;553
"421710 SAO MARTINHO";6;10;12;8;7;3;4;2;2;3;8;5;-;5;5;3;8;12;103
"421715 SAO MIGUEL DA BOA VISTA";11;6;7;2;5;5;5;6;2;10;7;3;3;4;11;13;19;7;126
"421720 SAO MIGUEL DO OESTE";198;92;73;96;81;97;96;110;100;90;81;91;108;119;96;155;130;95;1908
"421725 SAO PEDRO DE ALCANTARA";24;25;11;14;18;15;13;14;25;28;26;32;28;19;25;55;273;264;909
"421730 SAUDADES";16;7;24;16;12;13;18;35;18;22;16;15;12;10;19;20;18;7;298
"421740 SCHROEDER";11;9;15;12;25;17;14;9;18;12;11;11;7;13;15;27;26;23;275
"421750 SEARA";22;31;20;21;34;31;24;34;35;35;52;54;46;37;65;34;53;37;665
"421755 SERRA ALTA";7;10;7;4;7;14;10;18;19;12;1;5;4;4;6;5;6;6;145
"421760 SIDEROPOLIS";52;49;41;40;48;42;32;36;28;45;52;39;37;26;30;15;23;19;654
"421770 SOMBRIO";63;73;65;87;91;117;108;57;102;117;184;171;78;128;138;147;67;93;1886
"421775 SUL BRASIL";3;6;6;3;2;1;3;2;6;4;2;6;5;4;2;8;6;13;82
"421780 TAIO";29;42;43;55;45;53;35;47;66;69;78;75;72;86;71;81;107;113;1167
"421790 TANGARA";34;32;21;28;27;28;29;43;66;43;28;18;10;13;10;38;58;43;569
"421795 TIGRINHOS";1;-;1;10;11;4;15;3;3;3;3;5;3;1;11;13;7;6;100
"421800 TIJUCAS";60;41;54;30;30;35;41;51;75;57;56;59;77;96;96;67;53;54;1032
"421810 TIMBE DO SUL";11;14;10;13;11;18;22;20;14;13;5;7;3;4;8;14;33;70;290
"421820 TIMBO";10;11;15;12;23;13;15;13;23;85;86;69;30;21;103;210;240;179;1158
"421825 TIMBO GRANDE";18;14;15;24;33;48;38;15;19;13;21;16;17;15;20;11;4;3;344
"421830 TRES BARRAS";14;16;19;30;30;37;28;40;53;69;116;87;49;58;70;53;58;40;867
"421835 TREVISO";8;12;11;12;5;9;10;13;11;14;10;3;3;6;2;3;8;8;148
"421840 TREZE DE MAIO";14;10;4;8;6;5;3;3;9;6;9;-;5;14;13;25;14;10;158
"421850 TREZE TILIAS";13;7;7;16;25;23;33;34;24;17;17;15;16;11;11;18;17;21;325
"421860 TROMBUDO CENTRAL";18;16;10;28;22;29;21;19;43;5;10;9;23;19;44;51;63;43;473
"421870 TUBARAO";256;229;282;319;297;225;340;244;243;179;273;322;299;370;460;457;490;340;5625
"421875 TUNAPOLIS";12;10;7;7;12;13;16;9;15;12;12;19;7;12;11;29;30;27;260
"421880 TURVO";39;27;20;12;21;16;16;13;18;13;26;28;13;17;26;18;37;21;381
"421885 UNIAO DO OESTE";7;8;4;8;8;5;3;3;6;3;1;6;2;2;1;6;5;-;78
"421890 URUBICI";57;47;29;38;57;42;11;7;12;14;5;14;36;42;14;23;36;58;542
"421895 URUPEMA";7;10;8;18;12;12;4;2;4;5;1;3;2;-;2;2;21;11;124
"421900 URUSSANGA";77;82;100;152;137;202;162;175;149;159;146;113;53;93;71;92;68;60;2091
"421910 VARGEAO";4;6;15;10;12;11;19;19;8;7;7;11;5;13;16;11;6;4;184
"421915 VARGEM";13;17;15;17;11;14;22;12;10;10;8;7;5;7;11;9;16;3;207
"421917 VARGEM BONITA";22;26;20;34;24;22;14;18;20;15;15;7;10;6;8;11;24;18;314
"421920 VIDAL RAMOS";8;7;7;9;2;6;11;7;5;4;10;7;7;16;8;7;4;12;137
"421930 VIDEIRA";184;109;95;101;116;103;84;122;94;152;129;107;164;132;140;131;144;107;2214
"421935 VITOR MEIRELES";7;9;10;11;7;13;8;6;3;5;7;6;22;9;10;11;18;7;169
"421940 WITMARSUM";-;1;4;4;5;10;10;3;5;6;10;7;5;14;7;12;7;5;115
"421950 XANXERE";108;58;60;66;97;109;72;46;67;82;89;76;95;89;103;172;166;156;1711
"421960 XAVANTINA";7;5;5;6;6;4;9;9;10;4;1;7;5;2;6;6;8;4;104
"421970 XAXIM";56;47;54;65;60;66;58;75;64;53;49;40;64;112;66;102;95;72;1198
"421985 ZORTEA";11;14;16;18;15;12;8;7;8;8;14;7;6;5;13;2;8;8;180
"422000 BALNEARIO RINCAO";-;-;-;-;-;1;19;23;19;13;11;36;25;45;39;64;87;55;437
"430003 ACEGUA";-;-;3;1;-;3;1;-;5;3;-;6;3;2;2;6;6;4;45
"430005 AGUA SANTA";8;5;2;7;10;5;3;12;5;13;7;11;8;10;7;5;8;8;134
"430010 AGUDO";19;27;27;40;43;18;31;52;47;43;49;38;27;26;30;31;53;50;651
"430020 AJURICABA";10;10;23;28;30;36;26;38;47;51;38;57;33;17;30;27;32;37;570
"430030 ALECRIM";12;11;14;11;10;6;15;9;10;13;15;19;14;34;56;79;73;29;430
"430040 ALEGRETE";228;264;270;303;313;363;450;468;316;451;435;446;400;391;412;445;382;255;6592
"430045 ALEGRIA";5;3;3;3;5;3;2;11;4;8;2;3;13;16;21;25;17;17;161
"430047 ALMIRANTE TAMANDARE DO SUL";4;2;8;6;2;13;1;3;4;4;8;1;6;-;5;3;9;4;83
"430050 ALPESTRE";10;3;6;13;20;36;16;27;19;18;23;47;50;28;30;48;54;29;477
"430055 ALTO ALEGRE";18;18;17;10;8;11;15;11;6;8;16;10;19;7;6;2;7;5;194
"430057 ALTO FELIZ";7;9;5;10;15;14;12;13;5;5;2;22;9;11;8;12;7;6;172
"430060 ALVORADA";188;248;256;321;314;231;291;229;184;194;216;233;228;265;287;302;289;259;4535
"430063 AMARAL FERRADOR";17;15;17;7;9;10;17;23;15;15;9;7;6;6;6;17;11;11;218
"430064 AMETISTA DO SUL";6;22;16;9;27;26;37;28;48;51;43;56;51;49;30;51;50;27;627
"430066 ANDRE DA ROCHA";6;4;1;4;7;2;1;4;3;9;4;6;-;7;5;5;3;3;74
"430070 ANTA GORDA";8;13;14;24;12;9;18;16;16;15;11;12;11;20;21;14;28;11;273
"430080 ANTONIO PRADO";14;14;16;26;25;18;21;8;14;21;33;56;61;47;43;56;60;58;591
"430085 ARAMBARE";3;19;6;9;10;7;5;10;6;8;5;10;11;5;8;10;15;11;158
"430087 ARARICA";4;11;8;3;6;12;25;10;25;23;27;31;28;25;15;30;20;13;316
"430090 ARATIBA";11;3;5;4;5;9;11;7;10;13;16;14;11;16;12;16;19;15;197
"430100 ARROIO DO MEIO";144;195;148;202;183;125;80;126;127;133;103;92;127;115;168;126;94;62;2350
"430105 ARROIO DO SAL";10;15;25;13;17;25;30;21;15;20;20;20;25;14;25;17;20;24;356
"430107 ARROIO DO PADRE";2;3;2;1;6;5;8;5;3;5;13;7;5;2;1;7;6;1;82
"430110 ARROIO DOS RATOS";26;16;43;65;22;17;23;23;36;27;27;22;26;30;33;36;53;37;562
"430120 ARROIO DO TIGRE";5;7;11;27;19;44;55;43;54;69;50;56;50;50;74;70;73;61;818
"430130 ARROIO GRANDE";28;16;36;64;67;100;119;97;118;114;106;126;89;100;120;109;120;95;1624
"430140 ARVOREZINHA";12;11;12;25;22;17;26;15;13;19;28;30;31;32;33;37;31;23;417
"430150 AUGUSTO PESTANA";56;64;43;67;83;108;87;91;69;48;74;96;75;60;56;77;88;57;1299
"430155 AUREA";6;11;6;10;10;6;14;17;25;19;20;14;11;15;13;16;20;11;244
"430160 BAGE";102;170;178;185;156;117;248;204;205;264;267;245;202;226;303;269;242;148;3731
"430163 BALNEARIO PINHAL";3;2;13;13;14;16;26;16;14;18;8;16;21;22;30;32;34;13;311
"430165 BARAO";11;14;7;7;13;20;29;8;12;13;17;9;18;14;9;10;7;10;228
"430170 BARAO DE COTEGIPE";16;17;14;14;8;20;19;12;12;10;26;24;13;22;22;45;38;24;356
"430175 BARAO DO TRIUNFO";12;22;20;21;24;18;15;16;11;5;12;7;4;10;11;9;8;13;238
"430180 BARRACAO";12;16;18;9;10;9;14;13;7;9;12;14;4;10;15;16;14;14;216
"430185 BARRA DO GUARITA";11;18;27;20;26;25;34;29;21;23;22;17;16;14;22;13;12;10;360
"430187 BARRA DO QUARAI";-;3;5;4;5;4;9;9;9;9;5;6;9;8;10;6;10;12;123
"430190 BARRA DO RIBEIRO";13;23;28;18;14;13;18;25;23;16;22;41;23;24;19;16;21;5;362
"430192 BARRA DO RIO AZUL";1;5;4;6;4;5;3;2;4;2;2;3;3;8;4;2;2;-;60
"430195 BARRA FUNDA";12;6;9;11;15;6;11;12;14;5;13;7;6;8;8;4;9;11;167
"430200 BARROS CASSAL";22;35;48;46;23;26;39;45;54;51;51;56;37;24;44;37;38;25;701
"430205 BENJAMIN CONSTANT DO SUL";4;4;4;-;7;2;5;3;5;7;6;12;4;4;6;5;5;3;86
"430210 BENTO GONCALVES";244;250;408;520;405;489;486;366;308;327;260;265;236;241;253;251;220;225;5754
"430215 BOA VISTA DAS MISSOES";13;11;16;8;6;4;7;4;13;12;13;11;6;11;1;11;7;8;162
"430220 BOA VISTA DO BURICA";18;27;7;14;8;13;5;9;8;10;12;26;19;21;20;30;28;8;283
"430222 BOA VISTA DO CADEADO";2;4;5;9;5;5;3;2;-;1;3;1;6;2;-;1;6;2;57
"430223 BOA VISTA DO INCRA";8;8;-;1;3;1;1;2;3;4;-;2;5;10;1;6;13;2;70
"430225 BOA VISTA DO SUL";1;4;-;4;6;7;4;3;9;8;9;16;12;3;4;7;7;5;109
"430230 BOM JESUS";39;47;49;83;54;50;44;19;42;38;63;75;97;110;59;66;81;30;1046
"430235 BOM PRINCIPIO";14;18;14;11;9;14;20;17;23;39;45;80;53;23;36;53;33;20;522
"430237 BOM PROGRESSO";6;4;1;1;6;10;11;8;12;7;10;12;11;8;10;8;8;8;141
"430240 BOM RETIRO DO SUL";19;27;27;31;21;27;40;39;43;41;54;50;47;54;55;43;71;64;753
"430245 BOQUEIRAO DO LEAO";6;68;69;67;61;34;57;65;58;59;68;76;59;45;48;43;54;30;967
"430250 BOSSOROCA";8;16;19;17;16;11;7;16;15;13;27;23;28;11;10;7;11;9;264
"430258 BOZANO";4;1;5;4;10;10;9;5;6;13;10;6;10;4;8;9;10;8;132
"430260 BRAGA";6;4;7;11;16;7;8;7;14;9;8;14;16;5;6;7;24;11;180
"430265 BROCHIER";20;20;39;18;20;36;17;14;13;9;15;14;13;12;16;15;16;10;317
"430270 BUTIA";13;30;44;43;43;17;28;10;15;21;17;13;43;35;73;42;28;27;542
"430280 CACAPAVA DO SUL";55;136;144;140;154;172;202;199;190;184;202;171;132;100;158;136;126;101;2702
"430290 CACEQUI";26;50;82;98;81;39;64;109;94;73;56;54;45;34;78;41;47;41;1112
"430300 CACHOEIRA DO SUL";203;240;294;261;258;285;297;310;324;339;278;343;229;226;230;281;266;197;4861
"430310 CACHOEIRINHA";108;101;101;137;132;94;155;134;117;95;78;125;122;100;101;124;149;143;2116
"430320 CACIQUE DOBLE";7;8;6;9;5;7;10;8;12;18;23;6;2;5;8;23;11;10;178
"430330 CAIBATE";4;17;13;21;8;9;13;15;14;10;26;22;25;41;31;26;23;14;332
"430340 CAICARA";32;56;81;56;40;43;31;27;35;48;33;32;44;36;41;53;61;47;796
"430350 CAMAQUA";311;368;341;388;334;267;302;312;263;255;271;204;226;178;218;247;256;175;4916
"430355 CAMARGO";8;7;4;10;13;8;9;5;2;7;8;9;11;9;8;12;14;10;154
"430360 CAMBARA DO SUL";11;2;5;5;13;5;3;45;45;31;64;41;51;34;44;42;13;4;458
"430367 CAMPESTRE DA SERRA";10;10;9;5;9;7;6;7;1;5;16;10;7;6;5;7;4;9;133
"430370 CAMPINA DAS MISSOES";16;30;28;29;26;14;24;24;35;19;13;24;46;30;46;42;45;32;523
"430380 CAMPINAS DO SUL";15;16;11;12;9;15;9;21;28;23;24;19;28;14;33;20;26;9;332
"430390 CAMPO BOM";25;25;30;56;48;29;48;61;69;47;61;152;174;179;350;321;328;252;2255
"430400 CAMPO NOVO";21;19;16;17;15;5;6;15;12;21;25;21;22;12;38;45;38;22;370
"430410 CAMPOS BORGES";12;12;14;11;8;9;10;12;8;5;11;8;7;8;2;13;5;9;164
"430420 CANDELARIA";259;290;238;219;296;316;252;270;246;240;243;173;203;170;166;159;160;101;4001
"430430 CANDIDO GODOI";16;21;13;10;10;10;9;16;18;34;15;40;57;41;21;53;66;43;493
"430435 CANDIOTA";3;4;12;7;7;5;4;5;3;10;8;9;2;6;11;8;2;8;114
"430440 CANELA";133;54;51;65;95;176;179;157;136;200;158;138;178;139;148;204;184;161;2556
"430450 CANGUCU";85;65;101;86;48;147;224;230;208;225;235;255;198;191;171;219;176;137;3001
"430460 CANOAS";219;209;248;256;312;433;449;296;217;362;422;437;423;445;522;626;720;413;7009
"430461 CANUDOS DO VALE";4;5;12;6;1;9;9;6;8;13;12;11;8;21;26;8;11;5;175
"430462 CAPAO BONITO DO SUL";3;1;1;4;3;5;6;5;2;4;4;6;6;2;7;6;3;3;71
"430463 CAPAO DA CANOA";43;92;131;87;125;104;94;65;72;69;82;122;92;58;86;118;111;69;1620
"430465 CAPAO DO CIPO";-;4;2;3;1;2;1;2;2;-;2;4;8;2;11;6;2;1;53
"430466 CAPAO DO LEAO";76;87;74;46;50;62;31;24;27;36;34;38;38;69;76;77;97;69;1011
"430467 CAPIVARI DO SUL";4;9;3;9;5;9;8;6;8;8;15;20;14;19;2;4;6;13;162
"430468 CAPELA DE SANTANA";23;28;44;26;31;44;48;32;44;43;54;45;41;45;41;32;43;16;680
"430469 CAPITAO";9;13;11;12;17;10;18;11;15;16;17;4;20;19;20;10;14;12;248
"430470 CARAZINHO";293;307;228;230;276;268;286;230;231;204;196;178;164;202;229;301;297;212;4332
"430471 CARAA";4;8;28;19;19;9;15;4;13;14;18;25;15;23;37;22;34;18;325
"430480 CARLOS BARBOSA";19;15;45;54;59;74;112;76;31;47;64;174;117;116;106;110;155;126;1500
"430485 CARLOS GOMES";1;2;1;8;5;7;5;11;6;7;6;5;14;10;13;10;8;5;124
"430490 CASCA";32;43;45;56;60;31;32;32;17;17;27;31;35;21;22;31;33;28;593
"430495 CASEIROS";9;2;3;9;10;12;11;14;9;18;9;19;17;6;5;8;15;6;182
"430500 CATUIPE";19;33;46;43;64;58;58;45;60;46;51;56;35;49;56;60;58;55;892
"430510 CAXIAS DO SUL";1405;1331;1170;1110;1196;1617;1521;1524;1452;1412;1363;1358;1158;1003;1104;1225;1301;992;23242
"430511 CENTENARIO";3;5;3;6;7;8;10;7;9;10;7;8;6;4;7;7;3;9;119
"430512 CERRITO";13;25;46;49;50;67;53;57;71;57;60;46;23;14;12;24;29;23;719
"430513 CERRO BRANCO";6;2;8;4;3;7;5;7;17;15;16;8;2;7;15;16;5;2;145
"430515 CERRO GRANDE";18;20;24;11;17;21;25;21;24;14;16;11;10;10;17;10;18;20;307
"430517 CERRO GRANDE DO SUL";13;17;42;35;21;25;20;19;8;15;15;13;12;16;31;47;34;20;403
"430520 CERRO LARGO";8;4;14;12;20;12;25;19;28;34;24;24;32;29;30;37;19;21;392
"430530 CHAPADA";14;20;35;44;34;32;37;31;29;15;8;18;18;22;21;28;38;20;464
"430535 CHARQUEADAS";26;54;45;47;56;68;95;62;66;85;105;151;183;80;197;207;245;214;1986
"430537 CHARRUA";7;3;8;7;7;8;1;5;6;3;4;3;3;9;6;3;5;3;91
"430540 CHIAPETTA";6;4;1;7;12;9;17;15;12;21;18;22;15;10;18;16;23;22;248
"430543 CHUI";6;8;13;15;10;11;14;8;6;18;4;12;6;14;14;13;14;5;191
"430544 CHUVISCA";13;10;14;13;11;16;10;11;8;13;10;10;15;8;18;15;19;9;223
"430545 CIDREIRA";13;15;24;20;19;16;15;9;14;18;22;39;22;23;28;26;30;21;374
"430550 CIRIACO";9;24;13;11;13;33;27;23;9;16;16;18;19;20;11;9;-;1;272
"430558 COLINAS";4;5;16;13;7;2;13;22;16;12;10;11;5;8;8;10;7;12;181
"430560 COLORADO";6;6;9;6;13;9;16;12;12;9;9;13;18;11;19;15;11;11;205
"430570 CONDOR";18;12;18;17;11;15;23;26;28;28;25;24;18;35;40;27;38;28;431
"430580 CONSTANTINA";19;22;53;37;41;56;52;44;47;42;74;85;46;45;59;71;50;44;887
"430583 COQUEIRO BAIXO";2;-;1;4;1;3;2;4;-;4;5;5;6;6;6;5;8;3;65
"430585 COQUEIROS DO SUL";4;4;7;4;10;7;2;4;4;4;4;2;2;5;4;6;3;2;78
"430587 CORONEL BARROS";5;6;14;12;16;12;10;12;24;16;23;26;14;16;12;15;14;4;251
"430590 CORONEL BICACO";15;18;22;22;20;41;31;35;36;47;31;24;28;19;31;38;22;31;511
"430593 CORONEL PILAR";1;1;4;1;6;8;7;3;1;5;6;11;10;14;6;1;5;9;99
"430595 COTIPORA";18;13;18;7;12;18;25;14;14;23;13;9;18;12;13;19;16;7;269
"430597 COXILHA";14;9;6;8;11;3;2;13;9;16;20;12;18;12;14;15;7;3;192
"430600 CRISSIUMAL";73;41;52;56;42;24;62;81;65;56;60;50;60;46;68;51;77;67;1031
"430605 CRISTAL";37;36;28;26;46;35;43;37;35;36;35;30;15;32;37;39;19;25;591
"430607 CRISTAL DO SUL";10;12;21;7;8;22;16;21;11;11;13;6;5;5;12;12;9;7;208
"430610 CRUZ ALTA";328;143;140;123;127;136;100;107;118;149;90;98;94;74;113;146;168;118;2372
"430613 CRUZALTENSE";7;5;1;7;12;13;11;15;9;10;4;8;6;6;13;7;10;3;147
"430620 CRUZEIRO DO SUL";14;22;23;34;30;23;36;28;20;29;40;55;42;35;50;68;104;60;713
"430630 DAVID CANABARRO";6;6;8;5;8;6;20;8;9;15;16;8;7;15;17;11;14;14;193
"430632 DERRUBADAS";6;22;17;25;14;21;26;22;48;15;9;16;10;11;11;13;7;10;303
"430635 DEZESSEIS DE NOVEMBRO";7;9;6;5;5;3;11;3;6;11;3;1;3;4;8;8;9;4;106
"430637 DILERMANDO DE AGUIAR";6;4;4;3;7;3;1;4;7;9;10;10;6;8;2;17;19;16;136
"430640 DOIS IRMAOS";8;6;32;21;37;28;26;48;82;56;52;79;58;98;99;110;76;79;995
"430642 DOIS IRMAOS DAS MISSOES";8;15;11;12;9;8;9;9;21;7;5;12;8;11;7;5;9;7;173
"430645 DOIS LAJEADOS";1;4;3;4;5;7;7;7;5;3;8;2;1;5;2;1;3;10;78
"430650 DOM FELICIANO";32;24;23;24;35;29;11;11;20;10;16;32;18;23;32;29;21;21;411
"430655 DOM PEDRO DE ALCANTARA";5;6;7;6;8;5;8;4;3;11;6;2;4;3;9;6;9;4;106
"430660 DOM PEDRITO";113;133;164;196;126;89;149;225;207;237;289;294;200;161;193;210;163;151;3300
"430670 DONA FRANCISCA";12;19;12;11;9;3;2;6;2;22;18;22;13;6;11;22;15;11;216
"430673 DOUTOR MAURICIO CARDOSO";20;4;14;19;12;15;12;14;11;9;13;33;4;17;18;29;17;17;278
"430675 DOUTOR RICARDO";10;14;13;12;7;10;15;14;19;20;15;23;8;4;11;10;13;5;223
"430676 ELDORADO DO SUL";45;68;57;53;37;34;19;23;24;41;40;70;112;82;96;125;106;57;1089
"430680 ENCANTADO";43;148;117;123;83;117;163;136;157;143;176;132;119;135;164;186;142;77;2361
"430690 ENCRUZILHADA DO SUL";31;28;32;41;42;45;42;45;43;46;34;32;13;19;22;34;39;19;607
"430692 ENGENHO VELHO";9;8;12;10;5;9;4;14;9;12;10;8;11;2;5;9;-;9;146
"430693 ENTRE-IJUIS";37;20;31;27;32;22;37;40;39;62;66;60;55;35;66;51;45;39;764
"430695 ENTRE RIOS DO SUL";16;31;10;14;21;3;7;9;19;16;12;6;8;6;21;15;18;7;239
"430697 EREBANGO";12;15;9;6;6;9;10;12;14;14;17;14;23;28;13;14;31;25;272
"430700 ERECHIM";87;161;141;268;253;274;267;242;206;174;198;191;194;236;242;265;308;166;3873
"430705 ERNESTINA";9;16;14;13;13;10;13;19;3;12;7;16;7;25;16;15;12;7;227
"430710 HERVAL";8;8;7;1;4;8;12;7;6;16;20;20;4;4;8;5;20;9;167
"430720 ERVAL GRANDE";11;12;5;6;3;17;30;23;16;16;19;20;18;10;27;32;23;11;299
"430730 ERVAL SECO";13;14;17;25;23;25;31;29;20;23;27;27;23;31;21;26;32;20;427
"430740 ESMERALDA";10;10;5;4;11;3;6;1;3;7;10;12;4;2;7;5;3;3;106
"430745 ESPERANCA DO SUL";9;3;8;6;14;38;28;33;57;22;29;24;16;23;19;15;22;10;376
"430750 ESPUMOSO";116;148;136;123;100;101;75;105;60;84;86;72;55;27;53;43;30;22;1436
"430755 ESTACAO";8;30;37;24;14;16;28;31;15;22;25;19;21;20;22;26;25;22;405
"430760 ESTANCIA VELHA";171;314;295;265;270;212;162;161;138;132;132;159;121;124;283;289;139;130;3497
"430770 ESTEIO";71;113;185;209;179;272;345;359;323;349;309;303;252;237;321;417;435;261;4940
"430780 ESTRELA";128;193;173;165;153;131;154;162;200;185;173;159;166;147;164;122;193;125;2893
"430781 ESTRELA VELHA";-;1;7;7;8;5;12;21;17;23;23;17;16;17;23;26;17;18;258
"430783 EUGENIO DE CASTRO";13;5;8;9;4;4;2;15;7;9;10;11;10;7;13;17;5;-;149
"430786 FAGUNDES VARELA";3;2;4;1;2;9;7;9;5;7;2;3;6;6;5;12;4;8;95
"430790 FARROUPILHA";303;329;296;308;262;441;317;261;279;242;241;260;181;208;227;257;201;149;4762
"430800 FAXINAL DO SOTURNO";33;30;34;30;24;22;26;60;26;19;44;45;41;26;31;48;33;28;600
"430805 FAXINALZINHO";9;8;8;7;11;4;18;11;13;13;8;2;4;4;11;16;13;3;163
"430807 FAZENDA VILANOVA";3;14;14;18;11;26;41;16;30;40;48;35;49;35;29;30;37;22;498
"430810 FELIZ";8;11;9;51;57;83;53;56;38;59;66;69;56;65;68;57;15;4;825
"430820 FLORES DA CUNHA";59;71;89;129;159;228;194;211;196;190;134;136;142;115;179;141;132;80;2585
"430825 FLORIANO PEIXOTO";3;5;9;10;9;10;7;8;9;3;5;15;6;8;2;6;6;8;129
"430830 FONTOURA XAVIER";10;13;21;24;25;17;30;20;13;16;23;25;21;24;23;19;32;26;382
"430840 FORMIGUEIRO";4;7;14;7;9;6;6;9;13;23;24;18;19;12;14;17;15;11;228
"430843 FORQUETINHA";1;5;5;9;10;5;16;16;26;24;13;19;14;14;8;2;10;5;202
"430845 FORTALEZA DOS VALOS";31;50;29;44;27;3;2;1;1;22;8;18;5;17;12;12;10;8;300
"430850 FREDERICO WESTPHALEN";114;226;255;256;274;218;274;332;292;286;272;249;244;198;211;224;227;181;4333
"430860 GARIBALDI";19;44;37;36;126;119;108;112;101;112;150;161;154;143;156;155;149;126;2008
"430865 GARRUCHOS";5;7;9;10;10;3;-;-;-;3;7;9;5;9;15;8;11;4;115
"430870 GAURAMA";10;15;10;36;27;32;29;21;13;24;16;18;24;14;13;29;21;20;372
"430880 GENERAL CAMARA";6;20;27;27;11;31;17;17;17;18;27;39;39;23;30;39;34;20;442
"430885 GENTIL";6;1;3;10;10;4;6;5;5;6;6;6;5;4;3;5;7;1;93
"430890 GETULIO VARGAS";36;36;42;63;56;70;57;63;59;59;53;65;72;52;72;86;70;57;1068
"430900 GIRUA";44;39;48;48;61;44;52;76;66;104;96;112;92;64;111;134;99;98;1388
"430905 GLORINHA";5;6;11;9;9;5;10;11;11;6;11;13;8;6;3;6;4;4;138
"430910 GRAMADO";18;29;22;40;21;20;17;11;18;33;23;16;33;40;49;58;100;80;628
"430912 GRAMADO DOS LOUREIROS";1;10;7;8;8;7;5;9;5;14;11;11;8;10;13;9;18;11;165
"430915 GRAMADO XAVIER";3;6;11;18;21;20;27;30;14;12;6;11;12;21;23;16;12;17;280
"430920 GRAVATAI";249;351;348;311;259;220;260;233;176;161;148;185;227;193;206;173;248;189;4137
"430925 GUABIJU";6;4;2;8;7;10;9;6;7;5;4;3;5;7;6;5;3;-;97
"430930 GUAIBA";122;224;157;143;134;143;141;149;70;79;111;125;162;145;132;259;350;338;2984
"430940 GUAPORE";38;33;45;68;43;83;83;75;95;109;111;136;148;143;138;114;175;137;1774
"430950 GUARANI DAS MISSOES";6;19;15;16;18;18;21;23;30;26;30;41;43;46;44;53;45;24;518
"430955 HARMONIA";8;15;27;20;14;15;22;14;11;19;13;18;16;15;14;18;22;20;301
